id,brand,model,year,price,currency,hp,fuel_type,mileage,body_type,transmission,color,city,country,url
39514309,Citroen,e-C4 X,2025,1545750,TRY,,,14000,,Otomatik,Yeşil,Antalya,TR,https://www.arabam.com/ilan/galeriden-satilik-citroen-e-c4-x-1-2-puretech-you/burak-tn-boyasiz-k-krtna-12-tksit-2-1-otomatik-c4x-1-2-you-130bg/39514309
39500704,Citroen,e-C4,2025,1759950,TRY,,,7710,,Otomatik,Beyaz,İstanbul,TR,https://www.arabam.com/ilan/galeriden-satilik-citroen-e-c4-max/renault-gurses-de-2025-citroen-e-c4-max-156hp-hatasiz/39500704
39504520,Citroen,C4 X,2025,1690000,TRY,,,8000,,Otomatik,Yeşil,Karabük,TR,https://www.arabam.com/ilan/galeriden-satilik-citroen-c4-x-1-2-puretech-max/2025-model-citroen-c4x-sunroff-k-isitma-k-sarj/39504520
39500793,Citroen,C4 X,2025,1729000,TRY,,,7638,,Otomatik,Gri,Bursa,TR,https://www.arabam.com/ilan/galeriden-satilik-citroen-c4-x-1-2-puretech-max/kuzen2-inegol-2025-citroen-c4x-1-2-puretech-max-7-638km/39500793
39500703,Citroen,C4,2025,1570000,TRY,,,8000,,Otomatik,Gri,Antalya,TR,https://www.arabam.com/ilan/galeriden-satilik-citroen-c4-1-2-puretech-you/2025-citroen-c4-x-you-1-2-puretech-130-eat8-hatasiz-boyasiz/39500703
39500699,Citroen,C4 X,2025,1765000,TRY,,,6700,,Otomatik,Füme,İstanbul,TR,https://www.arabam.com/ilan/galeriden-satilik-citroen-c4-x-1-2-puretech-max/mas-oto-dan-2025-hatasz-6-700km-citroen-c4x-max-isitma-cam-tavan/39500699
39500698,Citroen,C4,2025,1599000,TRY,,,29000,,Otomatik,Mavi,Samsun,TR,https://www.arabam.com/ilan/galeriden-satilik-citroen-c4-1-2-puretech-you/aziz-atik-otomotiv-den-2025-c4x-1-2-puretech-you-130-bg/39500698
39500697,Citroen,C4 X,2025,1685000,TRY,,,6400,,Otomatik,Kırmızı,Bursa,TR,https://www.arabam.com/ilan/galeriden-satilik-citroen-c4-x-1-2-puretech-max/yazicilar-dan-2025-c4x-max-hatasiz-tramersiz-k-karta-12-taksit/39500697
39500137,Citroen,C4,2025,1725000,TRY,,Hybrid,10000,,Otomatik,Lacivert,İstanbul,TR,https://www.arabam.com/ilan/galeriden-satilik-citroen-c4-1-2-puretech-max/2025-citroen-c4-max-hatasiz-hybrid-10-000-km/39500137
39351637,Citroen,C4 X,2025,2090000,TRY,,,6100,,Otomatik,Kırmızı,Ankara,TR,https://www.arabam.com/ilan/galeriden-satilik-citroen-c4-x-1-2-puretech-max/2025-citroen-c4x-1-2-puretech-max-kis-paket-hatasiz-tramersiz/39351637
37659694,Citroen,C4 X,2025,1690000,TRY,,,10894,,Otomatik,Beyaz,Malatya,TR,https://www.arabam.com/ilan/sahibinden-satilik-citroen-c4-x-1-2-puretech-max/sahibinden-citroen-c4-x-1-2-puretech-max-2025-model/37659694
39500140,Citroen,C4,2025,1785000,TRY,,,23000,,Otomatik,Yeşil,Konya,TR,https://www.arabam.com/ilan/galeriden-satilik-citroen-c4-1-2-puretech-max/point-citroen-c4-1-2-mhev-e-23-000km-hatasiz/39500140
39284831,Citroen,C4 X,2025,1885000,TRY,,,6100,,Otomatik,Kırmızı,İzmir,TR,https://www.arabam.com/ilan/galeriden-satilik-citroen-c4-x-1-2-puretech-max/2025-model-citroen-c4x-max-cam-tavan-hatasiz-boyasiz-tramersiz/39284831
39496648,Citroen,C4 X,2025,1585000,TRY,,,6001,,Otomatik,Mavi (metalik),Balıkesir,TR,https://www.arabam.com/ilan/sahibinden-satilik-citroen-c4-x-1-2-puretech-max/emsalsizzz-sahibinden-you-paket-citroen-c4-x-1-2-puretech-max-2025-model-balikesir/39496648
38621442,Citroen,C4 X,2025,1629000,TRY,,,11000,,Otomatik,Yeşil,İstanbul,TR,https://www.arabam.com/ilan/galeriden-satilik-citroen-c4-x-1-2-puretech-max/2025-c4-x-max-cam-tavan-klt-isitma-head-up-navi-11-000-km/38621442
39061983,Citroen,e-C3,2025,1299000,TRY,,,8000,,Otomatik,Kırmızı,İstanbul,TR,https://www.arabam.com/ilan/galeriden-satilik-citroen-e-c3-max/boyasiz-cift-renk-navii-s-takip-ledfar-carplay-g-gorus-kab-sarz/39061983
39062407,Citroen,C4,2025,1669000,TRY,,,13000,,Otomatik,Füme,İstanbul,TR,https://www.arabam.com/ilan/galeriden-satilik-citroen-c4-1-2-puretech-max/kristal-den-2025-model-sifir-ayarinda-hatasiz-boyasiz-c4-x-max/39062407
38641144,Citroen,C4,2025,1550000,TRY,,,6200,,Otomatik,Yeşil,İstanbul,TR,https://www.arabam.com/ilan/galeriden-satilik-citroen-c4-1-2-puretech-max/citroen-c4-max-cam-tavan-tr-nin-en-uygunu-kredi-kartina-12ay/38641144
36694178,Citroen,C4 X,2025,1860000,TRY,,,6001,,Otomatik,Beyaz,Hatay,TR,https://www.arabam.com/ilan/galeriden-satilik-citroen-c4-x-1-2-puretech-max/serkan-auto-dan-2025-citroen-c4-x-1-2-puretech-max-fullcam-tavan/36694178
39477713,Citroen,C4 X,2025,1667500,TRY,,,15000,,Otomatik,Gri (metalik),Muğla,TR,https://www.arabam.com/ilan/sahibinden-satilik-citroen-c4-x-1-2-puretech-max/citroen-c4x-2025-hatasiz-360-kamera-metalik-boya-yeni-servis-bakimli/39477713
